epid,mep,country,group,dossier,title,lobbyists,committees,location,role,date
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Meeting with WindEurope – the European Wind Energy Association,WindEurope – the European Wind Energy Association,['IMCO'],Brussels,Member,17/10/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Meeting on environmental conflicts in Latin America - Staff,EU-Lat Network,['INTA'],Brussels,Member,7/10/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Treffen mit Deutschem Städte- und Gemeindebund zu kommunalpolitischen Anliegen,Deutscher Städte- und Gemeindebund,['IMCO'],Brüssel,Member,24/9/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],. Treffen mit Österreichischem Städtebund zu kommunalpolitischen Anliegen,Österreichischer Städtebund,['IMCO'],Brüssel,Member,12/9/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Meeting with European Poultry producers on the EU-Mercosur trade agreement - staff,European Poultry producers,['INTA'],Brussels,Member,12/9/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Treffen mit Verbraucherzentrale Bundesverband zu verbraucherpolitischen Anliegen,Verbraucherzentrale Bundesverband,['IMCO'],Brüssel,Member,12/9/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Meeting with representative of Brot für die Welt - MEP and staff,Brot fuer die Welt,['INTA'],Brussels,Member,10/9/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Meeting to discuss the role of the EP in halting deforestation and forest degradation using trade as a lever - Staff level,FERN,['INTA'],Brussels,Member,4/9/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Treffen mit Brüsseler Kommunalvertretungen zu kommunalpolitischen Anliegen - Staff Level,Brüsseler Kommunalvertretungen,['IMCO'],Brüssel,Member,4/9/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Kommunalpolitische Anliegen im IMCO-Ausschuss (staff level),Österreichischer Städtebund,['IMCO'],Brussels,Member,31/7/2019
197505,Catherine CHABAUD,France,RE,,Microplastic pollution,Coty,,Strasbourg,Member,12/2/2020
197505,Catherine CHABAUD,France,RE,,"Plastic pollution, bio-based platics",Sphere,,Strasbourg,Member,12/2/2020
197505,Catherine CHABAUD,France,RE,,"Climate change, sustainable oceans, ocean pollution",Sustainable Develoment Solutions Network,,Paris,Member,24/1/2020
197505,Catherine CHABAUD,France,RE,,Ocean research and innovation,Ifremer,,Paris,Member,24/1/2020
197505,Catherine CHABAUD,France,RE,,"climate change, species at risk, marine litter","Mr Sunny UPPAL, Director Innovation and Youth, Environment and Climate Change Canada, Government of Canada",,Brussels,Member,20/1/2020
197505,Catherine CHABAUD,France,RE,"['Monitoring, reporting and verification of carbon dioxide emissions from maritime transport']",CO2 emissions of maritime transport,Armateurs de France,['ENVI'],Strasbourg,Shadow rapporteur,14/1/2020
197505,Catherine CHABAUD,France,RE,,Ecological transition of transport,Alstom,,Strasbourg,Member,14/1/2020
197505,Catherine CHABAUD,France,RE,"['Monitoring, reporting and verification of carbon dioxide emissions from maritime transport']",Maritime safety and maritime environmental norms,International Association of Classification Societies,['ENVI'],Brussels,Shadow rapporteur,8/1/2020
197505,Catherine CHABAUD,France,RE,"['Monitoring, reporting and verification of carbon dioxide emissions from maritime transport']",CO2 emissions of maritime transport,Transport and Environment,['ENVI'],Brussels,Shadow rapporteur,7/1/2020
197505,Catherine CHABAUD,France,RE,,Politiques de développement,Coordination Sud,,Paris,Member,30/12/2019
197505,Catherine CHABAUD,France,RE,,"Stratégie plastique, gouvernance océan, COP25, Green Deal",Agence européenne pour l'environnement,,Brussels,Member,13/12/2019
197505,Catherine CHABAUD,France,RE,,Energies marines renouvelables,ENGIE,,Strasbourg,Member,26/11/2019
197505,Catherine CHABAUD,France,RE,,"Politique de recherche et d'innovation, politique de la pêche",Bureau des Pays de la Loire Europe,,Brussels,Member,18/11/2019
197505,Catherine CHABAUD,France,RE,,"Stratégie plastique, pollution océan",UNEP,,Brussels,Member,18/11/2019
197505,Catherine CHABAUD,France,RE,,"Stratégie plastique, gouvernance océan, COP25, Green Deal",Agence européenne pour l'environnement,,Brussels,Member,13/11/2019
197505,Catherine CHABAUD,France,RE,,Politique de la pêche,Comité national des pêches maritimes et des élevages marins (CNPMEM),,Brussels,Member,12/11/2019
197505,Catherine CHABAUD,France,RE,"['Monitoring, reporting and verification of carbon dioxide emissions from maritime transport']",CO2 emissions of maritime transport,European Community Shipowners’ Associations,['ENVI'],Bruxelles,Shadow rapporteur,9/10/2019
197505,Catherine CHABAUD,France,RE,,Politiques maritimes,Cluster Maritime Français,,Paris,Member,8/10/2019
197505,Catherine CHABAUD,France,RE,,Impacts du changement climatique sur les politiques de développement,Climate Vulnerable Forum et CAN Europe,,Brussels,Member,3/10/2019
197505,Catherine CHABAUD,France,RE,"['Monitoring, reporting and verification of carbon dioxide emissions from maritime transport']",Politique de recherche et d'innovation pour les navires à faibles émissions,GICAN,['ENVI'],Brussels,Shadow rapporteur,1/10/2019
197505,Catherine CHABAUD,France,RE,,Politiques de développement,Coordination Sud,,Paris,Member,30/9/2019
197505,Catherine CHABAUD,France,RE,"['Monitoring, reporting and verification of carbon dioxide emissions from maritime transport']",CO2 emissions of maritime transport,European Community Shipowners’ Associations,['ENVI'],Brussels,Shadow rapporteur,11/9/2019
197505,Catherine CHABAUD,France,RE,,Services portuaires et transition écologique dans le domaine maritime,Fédération Française des Pilotes Maritimes,,Brussels,Member,11/9/2019
197505,Catherine CHABAUD,France,RE,,The role of ocean in preserving biodiversity and regulate climate,IUCN,,Brussels,Member,11/9/2019
197505,Catherine CHABAUD,France,RE,,Politique européenne en matière de recherche,CNRS,,Brussels,Member,10/9/2019
197505,Catherine CHABAUD,France,RE,,Ocean pollution,Surfrider Europe,,Brussels,Member,3/9/2019
197505,Catherine CHABAUD,France,RE,,Sustainable oceans and fisheries,"Dr Rashid Sumaila, Director of the Fisheries Economics Research Unit at the University of British Columbia",,Brussels,Member,3/9/2019
197505,Catherine CHABAUD,France,RE,,Sustainable fisheries,Seas at risk,,Strasbourg,Member,16/7/2019
197529,Leila CHAIBI,France,GUE / NGL,,Workers in EHPAD,EPSU,,Remote,Member,12/6/2020
197529,Leila CHAIBI,France,GUE / NGL,,Work conditions in Amazon,UNI Europa,,Remote,Member,10/6/2020
197529,Leila CHAIBI,France,GUE / NGL,['Fair working conditions for platform workers'],Platform workers,Bolt,['EMPL'],Remote,Shadow rapporteur,9/6/2020
197529,Leila CHAIBI,France,GUE / NGL,['Access to housing for all'],Housing for all,Métropole de Lilles,['EMPL'],Remote,Shadow rapporteur,29/5/2020
197529,Leila CHAIBI,France,GUE / NGL,['Access to housing for all'],Housing for all,Renovate Europe,['EMPL'],Remote,Shadow rapporteur,18/5/2020
197529,Leila CHAIBI,France,GUE / NGL,['Access to housing for all'],Housing,FEANTSA,['EMPL'],Remote,Shadow rapporteur,13/5/2020
197529,Leila CHAIBI,France,GUE / NGL,['Fair working conditions for platform workers'],Platform workers,ETUC,['EMPL'],Remote,Shadow rapporteur,6/5/2020
197529,Leila CHAIBI,France,GUE / NGL,['Access to housing for all'],Housing,City of Vienna,['EMPL'],Bruxelles,Shadow rapporteur,6/3/2020
197529,Leila CHAIBI,France,GUE / NGL,,Transports,Collectif contre ligne Lyon Turin,,Bruxelles,Member,19/2/2020
197529,Leila CHAIBI,France,GUE / NGL,['Access to housing for all'],Housing,Union sociale pour l'habitat,['EMPL'],Bruxelles,Shadow rapporteur,18/2/2020
197529,Leila CHAIBI,France,GUE / NGL,['Fair working conditions for platform workers'],Platform workers,Représentant national des chauffeurs privés,['EMPL'],Bruxelles,Shadow rapporteur,18/2/2020
197529,Leila CHAIBI,France,GUE / NGL,,Protection sociale,Institut de la protection sociale européenne,,Paris,Member,14/2/2020
197529,Leila CHAIBI,France,GUE / NGL,[''],Mentorat social,Afev,['EMPL'],Paris,Member,7/2/2020
197529,Leila CHAIBI,France,GUE / NGL,['Access to housing for all'],Housing,Association Internationale des Locataires (IUT),['EMPL'],Bruxelles,Shadow rapporteur,5/2/2020
197529,Leila CHAIBI,France,GUE / NGL,['Fair working conditions for platform workers'],Platform workers,Deliveroo,['EMPL'],Bruxelles,Shadow rapporteur,5/2/2020
197529,Leila CHAIBI,France,GUE / NGL,[''],Situation des travailleurs de la restauration,EFFAT,['EMPL'],Bruxelles,Member,4/2/2020
197529,Leila CHAIBI,France,GUE / NGL,[''],Housing,Housing for all,['EMPL'],Bruxelles,Member,29/1/2020
197529,Leila CHAIBI,France,GUE / NGL,[''],Situation des taxis en Europe,TaxiEurope Alliance,['EMPL'],Bruxelles,Member,28/1/2020
197529,Leila CHAIBI,France,GUE / NGL,,Francophonie,Ambassadeur de l'Organisation internationale de la Francophonie,,Bruxelles,Member,5/11/2019
197529,Leila CHAIBI,France,GUE / NGL,,Transparence dans le lobbying,ALTER-EU,,Bruxelles,Member,5/11/2019
197529,Leila CHAIBI,France,GUE / NGL,"['', '']",Priorités sociales de la nouvelle mandature,"UIMM, MEDEF","['EMPL', 'TRAN']",Strasbourg,Member,22/10/2019
197529,Leila CHAIBI,France,GUE / NGL,,Services publics,EPSU,,Bruxelles,Member,10/10/2019
197529,Leila CHAIBI,France,GUE / NGL,,Question kurde,Groupe d'amitié PE-Kurdes,,Bruxelles,Member,9/10/2019
197529,Leila CHAIBI,France,GUE / NGL,[''],"Mobilité des travailleurs dans l'Union, politique européenne en matière de services dans le marché intérieur",Représentation européenne des institutions françaises de sécurité sociale,['EMPL'],Bruxelles,Member,2/10/2019
197529,Leila CHAIBI,France,GUE / NGL,[''],Crise du logement abordable - présentation du rapport annuel,Union Sociale pour l'Habitat,['EMPL'],Bruxelles,Member,1/10/2019
197529,Leila CHAIBI,France,GUE / NGL,[''],"Directive européenne sur les cancérogènes, amiante",Institut Syndical Européen,['EMPL'],Bruxelles,Member,26/9/2019
197529,Leila CHAIBI,France,GUE / NGL,"['', '']",Droits des travailleurs des plateformes,Uber,"['EMPL', 'TRAN']",Bruxelles,Member,26/9/2019
197529,Leila CHAIBI,France,GUE / NGL,[''],Politique européenne de transport aérien,Air France KLM,['TRAN'],Strasbourg,Member,17/9/2019
197529,Leila CHAIBI,France,GUE / NGL,[''],Réception SNCF & Parlement européen,"Guillaume Pépy, Patrick Jeantet",['TRAN'],Strasbourg,Member,17/9/2019
197529,Leila CHAIBI,France,GUE / NGL,,Délégation UE-Mexique,Ambassade du Mexique,,Bruxelles,Member,12/9/2019
197529,Leila CHAIBI,France,GUE / NGL,[''],Comités d'entreprises européens,Institut Syndical Européen,['EMPL'],Bruxelles,Member,11/9/2019
197529,Leila CHAIBI,France,GUE / NGL,[''],Fonds européen d'aide aux plus démunis,Restos du Coeur,['EMPL'],Paris,Member,9/9/2019
197529,Leila CHAIBI,France,GUE / NGL,[''],Rencontre internationale de l'auto-organisation,ACORN,['EMPL'],Amsterdam,Member,6/9/2019
197529,Leila CHAIBI,France,GUE / NGL,[''],"Travailleurs détachés, amiante, coordination des systèmes de sécurité sociale",European Federation Building and Woodworkers,['EMPL'],Bruxelles,Member,3/9/2019
197529,Leila CHAIBI,France,GUE / NGL,[''],Transports,European Transport Workers' Federation,['TRAN'],Bruxelles,Member,2/8/2019
197529,Leila CHAIBI,France,GUE / NGL,[''],Industrie du fast food & plateformes,European Federation of Food Agriculture and Tourism Trade Unions,['EMPL'],Bruxelles,Member,9/7/2019
197782,Mohammed CHAHIM,Netherlands,S&D,['Towards a WTO-compatible EU carbon border adjustment mechanism'],Introduction to European Aluminium and preliminary views on proposals for an EU Carbon Border Adjustment Measure,European Aluminium,['ENVI'],Online,Shadow rapporteur,3/6/2020
197782,Mohammed CHAHIM,Netherlands,S&D,['Towards a WTO-compatible EU carbon border adjustment mechanism'],Carbon Border Adjustment Mechanism,CEMBureau,['ENVI'],Online,Shadow rapporteur,2/6/2020
197782,Mohammed CHAHIM,Netherlands,S&D,['Towards a WTO-compatible EU carbon border adjustment mechanism'],Challenges for the cement industry,LafargeHolcim,['ENVI'],Online,Shadow rapporteur,26/5/2020
197782,Mohammed CHAHIM,Netherlands,S&D,['Towards a WTO-compatible EU carbon border adjustment mechanism'],Carbon Border Asjusment Mechanism,European Roundtable for Climate Change and Sustainable Transition,['ENVI'],Online,Shadow rapporteur,25/5/2020
197507,Włodzimierz CIMOSZEWICZ,Poland,S&D,['Implementation of the AA/DCFTA with Ukraine'],Situation in Ukraine,System Capital Management,['AFET'],Brussels,Shadow rapporteur,20/11/2019
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,Affordable Medicines,['ENVI'],Metz (télétravail),Rapporteur,20/5/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,France Asso Santé,['ENVI'],Metz (télétravail),Rapporteur,20/5/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,European Healthcare Distribution Association (GIRP),['ENVI'],Metz (télétravail),Rapporteur,19/5/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,Norvatis,['ENVI'],Metz (télétravail),Rapporteur,19/5/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,European Society for Medical Oncology (ESMO),['ENVI'],Metz (télétravail),Rapporteur,19/5/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,The European Chemical Industry Council (CEFIC),['ENVI'],Metz (télétravail),Rapporteur,19/5/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,Sanofi,['ENVI'],Metz (télétravail),Rapporteur,24/4/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,"Secrétariat général des affaires européennes, Sandrine Gaudin, Secrétaire générale",['ENVI'],Metz (télétravail),Rapporteur,24/4/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,"Centre européen de prévention et de contrôle des maladies (ECDC), Andrea Ammon, Directrice",['ENVI'],Metz (télétravail),Rapporteur,24/4/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,Biogaran,['ENVI'],Metz (télétravail),Rapporteur,20/4/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,Teva Pharmaceutical,['ENVI'],Metz (télétravail),Rapporteur,20/4/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,Mylan,['ENVI'],Metz (télétravail),Rapporteur,20/4/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,"Jean Rottner, Président de la Région Grand-Est",['ENVI'],Metz (télétravail),Rapporteur,17/4/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,Groupement Pharmaceutique de l'Union Européenne (PGEU),['ENVI'],Metz (télétravail),Rapporteur,16/4/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,"Comité économique des produits de santé (CEPS), France, Jean Patrick Sales, Vice-président",['ENVI'],Metz (télétravail),Rapporteur,16/4/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,"Commission européenne, Stella Kyriakides, Commissaire santé",['ENVI'],Metz (télétravail),Rapporteur,15/4/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,European Organisation For Rare Diseases (EURORDIS),['ENVI'],Metz (télétravail),Rapporteur,15/4/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,"Agences du Médicament (EMA), Noel Wathion, Directeur exécutif adjoint",['ENVI'],Metz (télétravail),Rapporteur,14/4/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,"Jacques Biot, ancien président de l'Ecole Polytechnique, en charge d'une mission auprès du Premier Ministre français pour procéder à l'analyse des causes profondes de la situation de pénuries de médicament",['ENVI'],Metz (télétravail),Rapporteur,14/4/2020
197536,Nathalie COLIN-OESTERLÉ,France,EPP,['Projet de rapport sur la pénurie de médicaments-comment faire face à un problème émergent'],La pénurie de médicaments-comment faire face à un problème émergent,Les entreprises du médicament (LEEM),['ENVI'],Metz (télétravail),Rapporteur,9/4/2020
