mep,epid,group,country,lobbyists,dossier,committees,role,title,location,date
Michael BLOSS,197449,Greens / EFA,Germany,Grantham Research Institute on Climate Change and the Environment,,,Member,climate policy,Madrid,10/12/2019
Michael BLOSS,197449,Greens / EFA,Germany,"Brot für die Welt (BfdW) Identification number: 46530831412-96, Bischöfliches Hilfswerk MISEREOR e.V. (MISEREOR) Identification number: 016709127831-41",,,Member,just transition,Madrid,10/12/2019
Michael BLOSS,197449,Greens / EFA,Germany,Greenpeace China,,,Member,climate policy,Madrid,09/12/2019
Michael BLOSS,197449,Greens / EFA,Germany,FFF Ireland,,,Member,climate policy,Madrid,09/12/2019
Michael BLOSS,197449,Greens / EFA,Germany,Deutsche Umwelthilfe e.V. (DUH) Identification number: 03506017714-81,,,Member,environmental policy,European Parliament Brussels,02/12/2019
Michael BLOSS,197449,Greens / EFA,Germany,Agora Energiewende Identification number: 321342621105-20,[''],['ITRE'],Member,climate neutral industry,Berlin,29/11/2019
Michael BLOSS,197449,Greens / EFA,Germany,"Deutsche Umwelthilfe e.V. (DUH) Identification number: 03506017714-81, WWF Deutschland (WWF) Identification number: 031571311716-04",,,Member,environmental policy,Berlin,22/11/2019
Michael BLOSS,197449,Greens / EFA,Germany,Verband Kommunaler Unternehmen e.V. (VKU) Identification number: 1420587986-32,[''],['ITRE'],Member,Energy and climate policy,European Parliament Brussels,20/11/2019
Michael BLOSS,197449,Greens / EFA,Germany,"WWF European Policy Programme (WWF EPO) Identification number: 1414929419-24, Greenpeace European Unit Identification number: 9832909575-41, Climate Action Network Europe (CAN Europe) Identification number: 55888811123-49",,,Member,EU climate law,European Parliament Brussels,14/11/2019
Michael BLOSS,197449,Greens / EFA,Germany,Deutscher Industrie- und Handelskammertag e.V. (DIHK) Identification number: 22400601191-42,,,Member,climate policy,Brüssel,13/11/2019
Michael BLOSS,197449,Greens / EFA,Germany,Deutsche Umwelthilfe e.V. (DUH) Identification number: 03506017714-81,,,Member,environmental policy,Brüssel,13/11/2019
Michael BLOSS,197449,Greens / EFA,Germany,Heinrich Böll Stiftung e.V. (hbs) Identification number: 60404068097-81,[''],['ENVI'],Member,Plastic Atlas,European Parliament Brussels,05/11/2019
Michael BLOSS,197449,Greens / EFA,Germany,"Deutscher Industrie- und Handelskammertag e.V. (DIHK) Identification number: 22400601191-42, Zentralverband des Deutschen Handwerks e.V. (ZDH) Identification number: 5189667783-94",[''],['ITRE'],Member,German economy and craftmanship,Brüssel,04/11/2019
Michael BLOSS,197449,Greens / EFA,Germany,Deutsche Gesellschaft für Nachhaltiges Bauen – DGNB e.V. (DGNB e.V.) Identification number: 168566028029-15,[''],['ITRE'],Member,sustainable buildings,Stuttgart,18/10/2019
Michael BLOSS,197449,Greens / EFA,Germany,EnBW Energie Baden-Württemberg AG (EnBW) Identification number: 13324391892-74,[''],['ITRE'],Member,energy policy,European Parliament Brussels,09/10/2019
Michael BLOSS,197449,Greens / EFA,Germany,WindEurope Identification number: 19920706471-21,[''],['ITRE'],Member,energy policy,European Parliament Brussels,09/10/2019
Michael BLOSS,197449,Greens / EFA,Germany,"First Solar, Inc (FSLR) Identification number: 05233891201-35",[''],['ITRE'],Member,energy policy,Brussels,08/10/2019
Michael BLOSS,197449,Greens / EFA,Germany,Greenpeace European Unit Identification number: 9832909575-41,,,Member,climate policy,Brussels,07/10/2019
Michael BLOSS,197449,Greens / EFA,Germany,Under 2 Coalition,[''],['ITRE'],Member,Energy and climate policy,Brussels,07/10/2019
Michael BLOSS,197449,Greens / EFA,Germany,World Future Council (WFC) Identification number: 099469423186-43,[''],['ITRE'],Member,Global Renewables Congress,Brussels,07/10/2019
Michael BLOSS,197449,Greens / EFA,Germany,European Environmental Bureau (EEB) Identification number: 06798511314-27,,,Member,EU budget,European Parliament Brussels,02/10/2019
Michael BLOSS,197449,Greens / EFA,Germany,European Alliance to Save Energy (EU-ASE) Identification number: 37816636575-51,[''],['ITRE'],Member,energy efficiency,European Parliament Brussels,30/09/2019
Michael BLOSS,197449,Greens / EFA,Germany,"SwissCore, Contact Office for European Research, Innovation and Education (SwissCore) Identification number: 94320538514-40",,,Member,research,European Parliament Brussels,26/09/2019
Michael BLOSS,197449,Greens / EFA,Germany,Robert Bosch GmbH Identification number: 8999533555-91,,,Member,climate change and business,Gerlingen-Schillerhöhe,13/09/2019
Michael BLOSS,197449,Greens / EFA,Germany,Greenpeace Deutschland,,,Member,summer party,Berlin,12/09/2019
Michael BLOSS,197449,Greens / EFA,Germany,MAHLE International GmbH (MAHLE) Identification number: 917204122840-28,[''],['ITRE'],Member,"emissions reduction, monility",European Parliament Brussels,10/09/2019
Michael BLOSS,197449,Greens / EFA,Germany,Verband öffentlicher Wirtschaft (vöwg) Identification number: 16441688074-96,[''],['ITRE'],Member,energy policy,European Parliament Brussels,09/09/2019
Michael BLOSS,197449,Greens / EFA,Germany,ACT Alliance Advocacy to the European Union (ACT Alliance EU) Identification number: 5189768701-12,,,Member,"UN Secretary General's Climate Action Summit, Green Deal",European Parliament Brussels,09/09/2019
Michael BLOSS,197449,Greens / EFA,Germany,Naturschutzbund Deutschland e.V. (NABU) Identification number: 0285583802-96,[''],['ENVI'],Member,GAP,Stuttgart,06/09/2019
Michael BLOSS,197449,Greens / EFA,Germany,Seas At Risk vzw (SAR) Identification number: 95261732139-73,[''],['ENVI'],Member,IPCC will launch a Special Report on the Ocean and Cryosphere in a Changing Climate,European Parliament Brussels,04/09/2019
Michael BLOSS,197449,Greens / EFA,Germany,Ecologic Institut,,,Member,European Climate Law,Brussels,03/09/2019
Michael BLOSS,197449,Greens / EFA,Germany,Climate Action Network Europe (CAN Europe),,,Member,climate policy,Stuttgart,29/08/2019
Michael BLOSS,197449,Greens / EFA,Germany,Brot für die Welt (BfdW) Identification number: 46530831412-96,,,Member,disaster relief,Brussels,27/08/2019
Michael BLOSS,197449,Greens / EFA,Germany,Deutscher Gewerkschaftsbund (DGB) Identification number: 07595112423-87,,,Member,simmer BBQ,Etterbeek,23/07/2019
Michael BLOSS,197449,Greens / EFA,Germany,Friends of the Earth Europe (FoEE) Identification number: 9825553393-31,,,Member,environmental policy,European Parliament Brussels,10/07/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,"Rita Jonusaite, Senior Policy officer at European Youth Forum",['Electoral Law Act'],['AFCO'],Shadow rapporteur,Electoral law,Phone call,22/10/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Katholische Universität Eichstätt-Ingolstadt, Claus Luttermann, Karin Luttermann",[''],['AFCO'],Member,Language Law for the European Union,Phone call,16/10/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"UEF/EuropaUnion Deutschland, Walter Brinkmann, Monika Hermann",[''],['AFCO'],Member,﻿Electoral Law,Phone call,16/10/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Helen Dempster, Center for Global Development (CGD)",[''],['LIBE'],Member,Labour Migration,Phone call,09/10/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"EU Election Watch, Armin Rabitsch, Michael Lidauer",[''],['AFCO'],Member,﻿Electoral Law Reform Act,Phone call,09/10/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Kalojan Hoffmeister, HU Berlin",[''],['AFCO'],Member,﻿Electoral Law,Phone call,06/10/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Jennifer Tangney, Diana Stefanescu, Oleg Chirita, International Centre for Migration Policy Development (ICMPD)",[''],['LIBE'],Member,﻿Mobility Partnership Facility - Labour Migration,Phone call,05/10/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Vanessa Cotterell, Federico Terreni, Secretariat of the European Movement International",['Electoral Law'],['AFCO'],Shadow rapporteur,Conference on the Future of Europe & the Electoral Law act,Phone call,02/10/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"MSF Athens, Arsis, Greek Forum for Refugees, Greek Council for Refugees, SolidarityNow, NGOs in Greece",[''],['LIBE'],Member,Situation in Moria,"Athens, Greece",23/09/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Notis Mitarakis, Minister of Migration & Asylum",[''],['LIBE'],Member,"Situation in Moria, Greece","Athens, Greece",23/09/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Eirini Agapidaki, State Secretary for Special Protection of UAM and relocations",[''],['LIBE'],Member,"Situation in Moria, Greece","Athens, Greece",23/09/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Raphael Shilhav, Oxfam",[''],['LIBE'],Member,Migration & Asylum Narrative,Phone call,10/09/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Brunello de Vita, Claire Dautcourt, Anna Comacchio, Voters without Borders",['Electoral Law'],['AFCO'],Shadow rapporteur,Electoral law,Phone call,08/09/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Kai Kratzer, Voith Digital Ventures",[''],['ITRE'],Member,Expert Interview: AI & Data Strategy,Phone call,21/04/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Andreas Nauerz, Bosch",[''],['ITRE'],Member,Expert Interview: AI & Data Strategy,Phone call,02/04/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Benedikt Hofmann, Voith Digital Ventures",[''],['ITRE'],Member,Expert Interview: AI & Data Strategy,Phone call,01/04/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,Prof. David Farrell (University College Dublin),[''],['AFCO'],Member,Electoral law reform,Phone call,23/03/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,Prof. Friedrich Pukelsheim (emeritus Universität Augsburg),[''],['AFCO'],Member,Electoral law reform,Phone call,20/03/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Henrik Hasenkamp, Gridscale",[''],['ITRE'],Member,Expert Interview: AI & Data Strategy,Phone call,19/03/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,Prof. Arjan Schakel (University of Bergen),[''],['AFCO'],Member,Electoral law reform,Phone call,18/03/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Max Freiermuth, Genesis Cloud",[''],['ITRE'],Member,Expert Interview: AI & Data Strategy,Phone call,18/03/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Prof. Volker Markl, TU Berlin",[''],['ITRE'],Member,Expert Interview: AI & Data Strategy,Phone call,18/03/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,Prof. Christian Calliess (FU Berlin),[''],['AFCO'],Member,Electoral law reform,Phone call,17/03/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Sebastian Hallensleben, VDE - Verband der Elektrotechnik",[''],['ITRE'],Member,Expert Interview: AI & Data Strategy,Phone call,17/03/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Tobias Neldel, tradelink.co",[''],['ITRE'],Member,Expert Interview: AI & Data Strategy,Phone call,17/03/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,Prof. Frank Decker (Universität Bonn),[''],['AFCO'],Member,Electoral law reform,Phone call,16/03/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,Founders Lunch with multiple young start-up founders,[''],['ITRE'],Member,AI & Data Strategy,"Schneider Bräuhaus, München",27/02/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Andreas Liebl, Helmut Schönenberger, Alexander Waldmann, UnternehmerTUM",[''],['ITRE'],Member,AI & Data Strategy,TU München,27/02/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Wirtschaftsreferent Dr. Goller, City of Bamberg",[''],['ITRE'],Member,Digitalisation,Bamberg Townhall,25/02/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,Bucerius Law School,[''],['AFCO'],Member,Conference: Zukunftsdialog,"Bucerius Law School, Hamburg",19/02/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Benjamin Ledwon, BITKOM",[''],['ITRE'],Member,Catch-up,"European Parliament, Brussels",18/02/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Andrea Gulacsi, CEN / CENELEC",[''],['ITRE'],Member,Data standards,"European Parliament, Brussels",17/02/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,Merck KGaA,[''],['ITRE'],Member,Expert interview: AI,Phone call,14/02/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Prof. Heike Schweitzer, HU Berlin",[''],['ITRE'],Member,Expert interview: Competition Policy,"HU Berlin, Germany",14/02/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Jose Luis Bazan, Legal advisor for migration and asylum, COMECE",[''],['LIBE'],Member,The urgent humanitarian situation on the Greek islands,"Brussels, Belgium",11/02/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,Planet (Satellite start-up),[''],['ITRE'],Member,EU Space policy,"European Parliament, Brussels",29/01/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Stephan Burger, EPIM (European Programme for Integration and Migration)",[''],['LIBE'],Member,Legal migration and asylum,"Brussels, Belgium",29/01/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Pat Rubio Bertran, Program lead, Refugee rescue",[''],['LIBE'],Member,The urgent humanitarian situation on the Greek islands,"Brussels, Belgium",28/01/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,European Space Conference (organised by the Commission),[''],['ITRE'],Member,European Space Conference,"Egmont Palace, Brussels",22/01/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Josef Aschbacher, European Space Agency",[''],['ITRE'],Member,European Space Programme,"European Parliament, Brussels",21/01/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Sunny Uppal, Canadian Government",,,Member,Introduction,"European Parliament, Brussels",20/01/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Stephanie Pope, EU & UN Policy and Advocacy Manager, Refugee Rights",[''],['LIBE'],Member,The urgent humanitarian situation on the Greek islands,"Brussels, Belgium",20/01/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Fabian Westerheide, Rise of AI conference",[''],['ITRE'],Member,Digital Policy,"Espresso Ambulanz, Berlin",17/01/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Matteo Garavoglia, Research Associate, Oxford University",[''],['AFCO'],Member,Research on european public sphere and Conference on the Future of European Parliament,"Brussels, Belgium",08/01/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Juergen Müller, SAP",[''],['ITRE'],Member,Digital Policy,"SAP Data Space, Berlin, Germany",06/01/2020
Damian BOESELAGER,197439,Greens / EFA,Germany,"Anders Arpteg, Kye Andersson - Peltarion",[''],['ITRE'],Member,Artificial Intelligence,"Peltarion offices, Stockholm",12/12/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,"Darja Isaksson - Vinnova, Swedish Innovation Agency",[''],['ITRE'],Member,Digital Policy,"Vinnova offices, Stockholm",12/12/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,"Lars Lundberg, Swedish Association for IT&Telecom Businesses",[''],['ITRE'],Member,Digital Policy,"Itot offices, Stockholm",12/12/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,"Freya Lemcke, Christopher Gosau, Susanne Reichenbach - DIHK Brüssel",,,Member,Digital Policy,"European Parliament, Brussels",11/12/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,"Peter Chase, German Marshall Fund",,,Member,Introduction to GMF,"European Parliament, Brussels",06/12/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,"Mr. von Abendroth, Ms. Ebner von Eschenbach, Bundesverband Deutscher Stiftungen",,,Member,Introduction meeting,"European Parliament, Brussels",05/12/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,Bosch,[''],['ITRE'],Member,High-Level-Roundtable on Artificial Intelligence,"Representation of Baden-Württemberg (Rue Belliard 60-62, 1040 Brussels)",04/12/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,"Anne-Sophie Taillandier, Terralab",[''],['ITRE'],Member,Digital policy,IMT Paris,02/12/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,OECD,[''],['ITRE'],Member,OECD World Education Forum,"OECD, Paris",02/12/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,Free Now,[''],['ITRE'],Member,Introduction to EP,"Café Luxebourg, Brussels",20/11/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,"Kangaroo Group, organizer - Josepha Metternich",[''],['ITRE'],Member,Lunch debate on Cyber & Ethics,MEP Restaurant (EP Brussels),20/11/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,One happy family,"['Sub in LIBE, Shadow EUAA Reg']",['LIBE'],Shadow rapporteur,Community centers,Lesvos,19/11/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,"MSF, International Rescue Committee","['Sub in LIBE, Shadow EUAA Reg']",['LIBE'],Shadow rapporteur,Medical aid for asylum-seekers in Lesvos,Lesvos,19/11/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,PIKPA and Mosaik,"['Sub in LIBE, Shadow EUAA Reg']",['LIBE'],Shadow rapporteur,Refugee centers,Lesvos,19/11/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,Maria Kostaki (EASO),['Shadow EUAA Reg'],['LIBE'],Shadow rapporteur,Asylum procedures,Lesvos,18/11/2019
Damian BOESELAGER,197439,Greens / EFA,Germany,Marios Kaleas (GAS),['Shadow EUAA Reg'],['LIBE'],Shadow rapporteur,Asylum procedures,Lesvos,18/11/2019
